| table_schema | table_name                 | column_name                  | data_type                   | is_nullable | primary_key | foreign_key                                  |
| public       | geometry_columns           | f_table_name                 | name                        | YES         |             |                                              |
| public       | geometry_columns           | f_geometry_column            | name                        | YES         |             |                                              |
| public       | geometry_columns           | coord_dimension              | integer                     | YES         |             |                                              |
| public       | geometry_columns           | srid                         | integer                     | YES         |             |                                              |
| public       | geometry_columns           | type                         | character varying           | YES         |             |                                              |
| public       | pacotes_ia                 | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | pacotes_ia                 | data_criacao                 | timestamp with time zone    | YES         |             |                                              |
| public       | pacotes_ia                 | nome                         | character varying           | NO          |             |                                              |
| public       | pacotes_ia                 | creditos                     | integer                     | NO          |             |                                              |
| public       | pacotes_ia                 | preco_base                   | numeric                     | NO          |             |                                              |
| public       | pacotes_ia                 | link_pagamento               | character varying           | YES         |             |                                              |
| public       | pacotes_ia                 | status                       | character varying           | YES         |             |                                              |
| public       | pacotes_ia                 | ultima_modificacao           | timestamp with time zone    | YES         |             |                                              |
| public       | pacotes_ia                 | created_by                   | uuid                        | YES         |             |                                              |
| public       | payroll_monthly_summary    | tenant_id                    | uuid                        | YES         |             |                                              |
| public       | payroll_monthly_summary    | year                         | integer                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | month                        | integer                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_employees              | bigint                      | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_base_salary            | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_net_salary             | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_company_cost           | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_ss_discount            | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_irs_discount           | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_tsu                    | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | total_provisions             | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | avg_net_salary               | numeric                     | YES         |             |                                              |
| public       | payroll_monthly_summary    | first_calculation            | timestamp with time zone    | YES         |             |                                              |
| public       | payroll_monthly_summary    | last_calculation             | timestamp with time zone    | YES         |             |                                              |
| public       | payroll_records            | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | payroll_records            | employee_id                  | uuid                        | NO          |             | FOREIGN KEY -> public.employees(id)          |
| public       | payroll_records            | tenant_id                    | uuid                        | NO          |             | FOREIGN KEY -> public.tenants(id)            |
| public       | payroll_records            | month                        | integer                     | NO          |             |                                              |
| public       | payroll_records            | year                         | integer                     | NO          |             |                                              |
| public       | payroll_records            | base_salary                  | numeric                     | NO          |             |                                              |
| public       | payroll_records            | days_worked                  | integer                     | NO          |             |                                              |
| public       | payroll_records            | days_vacation                | integer                     | NO          |             |                                              |
| public       | payroll_records            | meal_allowance               | numeric                     | NO          |             |                                              |
| public       | payroll_records            | meal_allowance_exempt        | numeric                     | NO          |             |                                              |
| public       | payroll_records            | ss_discount                  | numeric                     | NO          |             |                                              |
| public       | payroll_records            | irs_discount                 | numeric                     | NO          |             |                                              |
| public       | payroll_records            | tsu_company                  | numeric                     | NO          |             |                                              |
| public       | payroll_records            | insurance                    | numeric                     | NO          |             |                                              |
| public       | payroll_records            | net_salary                   | numeric                     | NO          |             |                                              |
| public       | payroll_records            | total_company_cost           | numeric                     | NO          |             |                                              |
| public       | payroll_records            | vacation_provision           | numeric                     | NO          |             |                                              |
| public       | payroll_records            | christmas_provision          | numeric                     | NO          |             |                                              |
| public       | payroll_records            | severance_provision          | numeric                     | NO          |             |                                              |
| public       | payroll_records            | total_provisions             | numeric                     | NO          |             |                                              |
| public       | payroll_records            | calculated_at                | timestamp with time zone    | NO          |             |                                              |
| public       | payroll_records            | created_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | payroll_records            | updated_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | payroll_records            | created_by                   | uuid                        | YES         |             |                                              |
| public       | payroll_records            | updated_by                   | uuid                        | YES         |             |                                              |
| public       | planos                     | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | planos                     | data_criacao                 | timestamp with time zone    | YES         |             |                                              |
| public       | planos                     | nome                         | character varying           | NO          |             |                                              |
| public       | planos                     | descricao                    | text                        | YES         |             |                                              |
| public       | planos                     | modulos                      | jsonb                       | NO          |             |                                              |
| public       | planos                     | preco_mensal                 | numeric                     | NO          |             |                                              |
| public       | planos                     | preco_anual                  | numeric                     | NO          |             |                                              |
| public       | planos                     | preco_inicial                | numeric                     | YES         |             |                                              |
| public       | planos                     | desconto_percentual          | numeric                     | YES         |             |                                              |
| public       | planos                     | desconto_validade            | date                        | YES         |             |                                              |
| public       | planos                     | mensalidades_oferta          | integer                     | YES         |             |                                              |
| public       | planos                     | creditos_ia_incluidos        | integer                     | YES         |             |                                              |
| public       | planos                     | status                       | character varying           | YES         |             |                                              |
| public       | planos                     | ordem_display                | integer                     | YES         |             |                                              |
| public       | planos                     | created_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | planos                     | updated_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | planos                     | created_by                   | uuid                        | YES         |             |                                              |
| public       | profiles                   | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | profiles                   | tenant_id                    | uuid                        | YES         |             |                                              |
| public       | profiles                   | nome                         | text                        | YES         |             |                                              |
| public       | profiles                   | role                         | text                        | YES         |             |                                              |
| public       | profiles                   | avatar_url                   | text                        | YES         |             |                                              |
| public       | profiles                   | created_at                   | timestamp with time zone    | NO          |             |                                              |
| public       | purchases                  | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | purchases                  | tenant_id                    | uuid                        | NO          |             | FOREIGN KEY -> public.tenants(id)            |
| public       | purchases                  | pacote_id                    | uuid                        | YES         |             | FOREIGN KEY -> public.pacotes_ia(id)         |
| public       | purchases                  | pacote_nome                  | character varying           | YES         |             |                                              |
| public       | purchases                  | creditos_adquiridos          | integer                     | NO          |             |                                              |
| public       | purchases                  | valor_pago                   | numeric                     | NO          |             |                                              |
| public       | purchases                  | stripe_session_id            | character varying           | YES         |             |                                              |
| public       | purchases                  | stripe_payment_intent        | character varying           | YES         |             |                                              |
| public       | purchases                  | status                       | character varying           | YES         |             |                                              |
| public       | purchases                  | created_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | purchases                  | updated_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | spatial_ref_sys            | srid                         | integer                     | NO          | PRIMARY KEY |                                              |
| public       | spatial_ref_sys            | auth_name                    | character varying           | YES         |             |                                              |
| public       | spatial_ref_sys            | auth_srid                    | integer                     | YES         |             |                                              |
| public       | spatial_ref_sys            | srtext                       | character varying           | YES         |             |                                              |
| public       | spatial_ref_sys            | proj4text                    | character varying           | YES         |             |                                              |
| public       | stripe_webhook_logs        | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | stripe_webhook_logs        | event_id                     | character varying           | YES         |             |                                              |
| public       | stripe_webhook_logs        | event_type                   | character varying           | YES         |             |                                              |
| public       | stripe_webhook_logs        | payload                      | jsonb                       | YES         |             |                                              |
| public       | stripe_webhook_logs        | processed                    | boolean                     | YES         |             |                                              |
| public       | stripe_webhook_logs        | error_message                | text                        | YES         |             |                                              |
| public       | stripe_webhook_logs        | created_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | tenant_users               | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | tenant_users               | tenant_id                    | uuid                        | NO          |             | FOREIGN KEY -> public.tenants(id)            |
| public       | tenant_users               | user_id                      | uuid                        | NO          |             |                                              |
| public       | tenant_users               | role                         | character varying           | YES         |             |                                              |
| public       | tenant_users               | created_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | tenant_users               | created_by                   | uuid                        | YES         |             |                                              |
| public       | tenant_users               | modulo_logistica             | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_condominios           | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_frota                 | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_rh                    | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_cc                    | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_ia                    | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_fichas_tecnicas       | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_importacao            | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_acessos               | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_clientes              | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_dashboard             | boolean                     | YES         |             |                                              |
| public       | tenant_users               | modulo_central_saas          | boolean                     | YES         |             |                                              |
| public       | tenant_users               | ver_creditos_ia              | boolean                     | YES         |             |                                              |
| public       | tenant_users               | comprar_creditos_ia          | boolean                     | YES         |             |                                              |
| public       | tenant_users               | ver_dividas                  | boolean                     | YES         |             |                                              |
| public       | tenant_users               | gestao_utilizadores          | boolean                     | YES         |             |                                              |
| public       | tenants                    | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | tenants                    | nome_empresa                 | character varying           | NO          |             |                                              |
| public       | tenants                    | ramo_atividade               | character varying           | YES         |             |                                              |
| public       | tenants                    | nif                          | character varying           | YES         |             |                                              |
| public       | tenants                    | gestor_nome                  | character varying           | NO          |             |                                              |
| public       | tenants                    | gestor_email                 | character varying           | NO          |             |                                              |
| public       | tenants                    | plano_id                     | uuid                        | YES         |             | FOREIGN KEY -> public.planos(id)             |
| public       | tenants                    | plano_nome                   | character varying           | YES         |             |                                              |
| public       | tenants                    | desconto_percentual          | numeric                     | YES         |             |                                              |
| public       | tenants                    | desconto_tipo                | character varying           | YES         |             |                                              |
| public       | tenants                    | desconto_validade            | date                        | YES         |             |                                              |
| public       | tenants                    | creditos_ia                  | integer                     | YES         |             |                                              |
| public       | tenants                    | creditos_ia_consumidos       | integer                     | YES         |             |                                              |
| public       | tenants                    | modulo_logistica             | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_condominios           | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_frota                 | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_rh                    | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_cc                    | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_ia                    | boolean                     | YES         |             |                                              |
| public       | tenants                    | status                       | character varying           | YES         |             |                                              |
| public       | tenants                    | validade_acesso              | date                        | YES         |             |                                              |
| public       | tenants                    | data_registo                 | timestamp with time zone    | YES         |             |                                              |
| public       | tenants                    | ultimo_acesso                | timestamp with time zone    | YES         |             |                                              |
| public       | tenants                    | alerta_divida                | boolean                     | YES         |             |                                              |
| public       | tenants                    | alerta_divida_mensagem       | text                        | YES         |             |                                              |
| public       | tenants                    | divida_acumulada             | numeric                     | YES         |             |                                              |
| public       | tenants                    | created_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | tenants                    | updated_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | tenants                    | created_by                   | uuid                        | YES         |             |                                              |
| public       | tenants                    | modulo_fichas_tecnicas       | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_importacao            | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_acessos               | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_clientes              | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_dashboard             | boolean                     | YES         |             |                                              |
| public       | tenants                    | modulo_central_saas          | boolean                     | YES         |             |                                              |
| public       | timesheet_daily_summary    | company_id                   | uuid                        | YES         |             |                                              |
| public       | timesheet_daily_summary    | employee_id                  | uuid                        | YES         |             |                                              |
| public       | timesheet_daily_summary    | employee_name                | character varying           | YES         |             |                                              |
| public       | timesheet_daily_summary    | work_date                    | date                        | YES         |             |                                              |
| public       | timesheet_daily_summary    | total_checkins               | bigint                      | YES         |             |                                              |
| public       | timesheet_daily_summary    | total_checkouts              | bigint                      | YES         |             |                                              |
| public       | timesheet_daily_summary    | first_checkin                | timestamp with time zone    | YES         |             |                                              |
| public       | timesheet_daily_summary    | last_checkout                | timestamp with time zone    | YES         |             |                                              |
| public       | timesheet_daily_summary    | pending_count                | bigint                      | YES         |             |                                              |
| public       | timesheet_daily_summary    | rejected_count               | bigint                      | YES         |             |                                              |
| public       | timesheets                 | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| public       | timesheets                 | tenant_id                    | uuid                        | NO          |             | FOREIGN KEY -> public.tenants(id)            |
| public       | timesheets                 | company_id                   | uuid                        | NO          |             | FOREIGN KEY -> public.tenants(id)            |
| public       | timesheets                 | employee_id                  | uuid                        | NO          |             | FOREIGN KEY -> public.employees(id)          |
| public       | timesheets                 | entry_type                   | USER-DEFINED                | NO          |             |                                              |
| public       | timesheets                 | entry_timestamp              | timestamp with time zone    | NO          |             |                                              |
| public       | timesheets                 | location_data                | jsonb                       | YES         |             |                                              |
| public       | timesheets                 | status                       | USER-DEFINED                | YES         |             |                                              |
| public       | timesheets                 | validated_by                 | uuid                        | YES         |             |                                              |
| public       | timesheets                 | validated_at                 | timestamp with time zone    | YES         |             |                                              |
| public       | timesheets                 | validation_notes             | text                        | YES         |             |                                              |
| public       | timesheets                 | device_info                  | jsonb                       | YES         |             |                                              |
| public       | timesheets                 | expected_work_location       | USER-DEFINED                | YES         |             |                                              |
| public       | timesheets                 | created_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | timesheets                 | updated_at                   | timestamp with time zone    | YES         |             |                                              |
| public       | timesheets                 | created_by                   | uuid                        | YES         |             |                                              |
| public       | timesheets                 | updated_by                   | uuid                        | YES         |             |                                              |
| storage      | buckets                    | id                           | text                        | NO          | PRIMARY KEY |                                              |
| storage      | buckets                    | name                         | text                        | NO          |             |                                              |
| storage      | buckets                    | owner                        | uuid                        | YES         |             |                                              |
| storage      | buckets                    | created_at                   | timestamp with time zone    | YES         |             |                                              |
| storage      | buckets                    | updated_at                   | timestamp with time zone    | YES         |             |                                              |
| storage      | buckets                    | public                       | boolean                     | YES         |             |                                              |
| storage      | buckets                    | avif_autodetection           | boolean                     | YES         |             |                                              |
| storage      | buckets                    | file_size_limit              | bigint                      | YES         |             |                                              |
| storage      | buckets                    | allowed_mime_types           | ARRAY                       | YES         |             |                                              |
| storage      | buckets                    | owner_id                     | text                        | YES         |             |                                              |
| storage      | buckets                    | type                         | USER-DEFINED                | NO          |             |                                              |
| storage      | buckets_analytics          | name                         | text                        | NO          |             |                                              |
| storage      | buckets_analytics          | type                         | USER-DEFINED                | NO          |             |                                              |
| storage      | buckets_analytics          | format                       | text                        | NO          |             |                                              |
| storage      | buckets_analytics          | created_at                   | timestamp with time zone    | NO          |             |                                              |
| storage      | buckets_analytics          | updated_at                   | timestamp with time zone    | NO          |             |                                              |
| storage      | buckets_analytics          | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| storage      | buckets_analytics          | deleted_at                   | timestamp with time zone    | YES         |             |                                              |
| storage      | buckets_vectors            | id                           | text                        | NO          |             |                                              |
| storage      | buckets_vectors            | type                         | USER-DEFINED                | NO          |             |                                              |
| storage      | buckets_vectors            | created_at                   | timestamp with time zone    | NO          |             |                                              |
| storage      | buckets_vectors            | updated_at                   | timestamp with time zone    | NO          |             |                                              |
| storage      | migrations                 | id                           | integer                     | NO          |             |                                              |
| storage      | migrations                 | name                         | character varying           | NO          |             |                                              |
| storage      | migrations                 | hash                         | character varying           | NO          |             |                                              |
| storage      | migrations                 | executed_at                  | timestamp without time zone | YES         |             |                                              |
| storage      | objects                    | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| storage      | objects                    | bucket_id                    | text                        | YES         |             |                                              |
| storage      | objects                    | name                         | text                        | YES         |             |                                              |
| storage      | objects                    | owner                        | uuid                        | YES         |             |                                              |
| storage      | objects                    | created_at                   | timestamp with time zone    | YES         |             |                                              |
| storage      | objects                    | updated_at                   | timestamp with time zone    | YES         |             |                                              |
| storage      | objects                    | last_accessed_at             | timestamp with time zone    | YES         |             |                                              |
| storage      | objects                    | metadata                     | jsonb                       | YES         |             |                                              |
| storage      | objects                    | path_tokens                  | ARRAY                       | YES         |             |                                              |
| storage      | objects                    | version                      | text                        | YES         |             |                                              |
| storage      | objects                    | owner_id                     | text                        | YES         |             |                                              |
| storage      | objects                    | user_metadata                | jsonb                       | YES         |             |                                              |
| storage      | s3_multipart_uploads       | id                           | text                        | NO          | PRIMARY KEY |                                              |
| storage      | s3_multipart_uploads       | in_progress_size             | bigint                      | NO          |             |                                              |
| storage      | s3_multipart_uploads       | upload_signature             | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads       | bucket_id                    | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads       | key                          | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads       | version                      | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads       | owner_id                     | text                        | YES         |             |                                              |
| storage      | s3_multipart_uploads       | created_at                   | timestamp with time zone    | NO          |             |                                              |
| storage      | s3_multipart_uploads       | user_metadata                | jsonb                       | YES         |             |                                              |
| storage      | s3_multipart_uploads_parts | id                           | uuid                        | NO          | PRIMARY KEY |                                              |
| storage      | s3_multipart_uploads_parts | upload_id                    | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads_parts | size                         | bigint                      | NO          |             |                                              |
| storage      | s3_multipart_uploads_parts | part_number                  | integer                     | NO          |             |                                              |
| storage      | s3_multipart_uploads_parts | bucket_id                    | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads_parts | key                          | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads_parts | etag                         | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads_parts | owner_id                     | text                        | YES         |             |                                              |
| storage      | s3_multipart_uploads_parts | version                      | text                        | NO          |             |                                              |
| storage      | s3_multipart_uploads_parts | created_at                   | timestamp with time zone    | NO          |             |                                              |
| storage      | vector_indexes             | id                           | text                        | NO          |             |                                              |
| storage      | vector_indexes             | name                         | text                        | NO          |             |                                              |
| storage      | vector_indexes             | bucket_id                    | text                        | NO          |             |                                              |
| storage      | vector_indexes             | data_type                    | text                        | NO          |             |                                              |
| storage      | vector_indexes             | dimension                    | integer                     | NO          |             |                                              |
| storage      | vector_indexes             | distance_metric              | text                        | NO          |             |                                              |
| storage      | vector_indexes             | metadata_configuration       | jsonb                       | YES         |             |                                              |
| storage      | vector_indexes             | created_at                   | timestamp with time zone    | NO          |             |                                              |
| storage      | vector_indexes             | updated_at                   | timestamp with time zone    | NO          |             |                                              |
